dataset,model,init_error,seg_error,trk_error,n_seg_samples,precision,recall,f1,TA,HOTA,DetA,AssA,n_trk_sequences,n_trk_scored,n_trk_error
ctc_bf_c2dl_musc,ultrack,,,tracking inference failed for sequence 'BF-C2DL-MuSC_01': buffer source array is read-only,,,,,,,,,,,
